english	greek
One word, one look this way! Ah me! Friends, we waste our toil to no purpose; we are as far away as ever; she would not relent to my arguments then, nor is she yielding now.	φθέγξαι τι, δεῦρ’ ἄθρησον. — ὦ τάλαιν’ ἐγώ, γυναῖκες, ἄλλως τούσδε μοχθοῦμεν πόνους, ἴσον δ’ ἄπεσμεν τῷ πρίν· οὔτε γὰρ τότε λόγοις ἐτέγγεθ’ ἥδε νῦν τ’ οὐ πείθεται. —
Well, grow more stubborn than the sea, yet be assured of this,	ἀλλ’ ἴσθι μέντοι — πρὸς τάδ’ αὐθαδεστέρα
that if thou diest thou art a traitress to thy children, for they will ne’er inherit their father’s halls, nay, by that knightly queen the Amazon who bore a son to lord it over thine, a bastard born but not a bastard bred, whom well thou knowest,	γίγνου θαλάσσης — εἰ θανῇ, προδοῦσα σοὺς παῖδας πατρῴων μὴ μεθέξοντας δόμων, μὰ τὴν ἄνασσαν ἱππίαν Ἀμαζόνα, ἣ σοῖς τέκνοισι δεσπότην ἐγείνατο νόθον φρονοῦντα γνήσι’, οἶσθά νιν καλῶς,
e’en Hippolytus.	Ἱππόλυτον
Oh! oh!	οἴμοι.
Ha! doth that touch the quick?	θιγγάνει σέθεν τόδε;
Thou hast undone me, nurse; I do adjure by the gods, mention that man no more.	ἀπώλεσάς με, μαῖα, καί σε πρὸς θεῶν τοῦδ’ ἀνδρὸς αὖθις λίσσομαι σιγᾶν πέρι.
There now! thou art thyself again, but e’en yet refusest to aid thy children and preserve thy life.	ὁρᾷς; φρονεῖς μὲν εὖ, φρονοῦσα δ’ οὐ θέλεις παῖδάς τ’ ὀνῆσαι καὶ σὸν ἐκσῶσαι βίον.
My babes I love, but there is another storm that buffets me.	φιλῶ τέκν’· ἄλλῃ δ’ ἐν τύχῃ χειμάζομαι.
Daughter, are thy hands from bloodshed pure?	ἁγνὰς μέν, ὦ παῖ, χεῖρας αἵματος φορεῖς;
My hands are pure, but on my soul there rests a stain.	χεῖρες μὲν ἁγναί, φρὴν δ’ ἔχει μίασμά τι.
The issue of some enemy’s secret witchery?	μῶν ἐξ ἐπακτοῦ πημονῆς ἐχθρῶν τινος;
A friend is my destroyer, one unwilling as myself.	φίλος μ’ ἀπόλλυσ’ οὐχ ἑκοῦσαν οὐχ ἑκών.
Hath Theseus wronged thee in any wise?	Θησεύς τιν’ ἡμάρτηκεν ἐς σ’ ἁμαρτίαν;
Never may I prove untrue to him	μὴ δρῶσ’ ἔγωγ’ ἐκεῖνον ὀφθείην κακῶς.
Then what strange mystery is there that drives thee on to die?	τί γὰρ τὸ δεινὸν τοῦθ’ ὅ σ’ ἐξαίρει θανεῖν;
O, let my sin and me alone! ’tis not ’gainst thee I sin.	ἔα μ’ ἁμαρτεῖν· οὐ γὰρ ἐς σὲ ἁμαρτάνω.
Never willingly! and, if I fail, ’twill rest at thy door.	οὐ δῆθ’ ἑκοῦσά γ’, ἐν δὲ σοὶ λελείψομαι.
How now? thou usest force in clinging to my hand.	τί δρᾷς; βιάζῃ χειρὸς ἐξαρτωμένη;
Yea, and I will never loose my hold upon thy knees.	καὶ σῶν γε γονάτων, κοὐ μεθήσομαί ποτε.
Alas for thee! my sorrows, shouldst thou learn them, would recoil on thee.	κάκ’, ὦ τάλαινα, σοὶ τάδ’, εἰ πεύσῃ, κακά.
What keener grief for me than failing to win thee?	μεῖζον γὰρ ἢ σοῦ μὴ τυχεῖν τί μοι κακόν;
’Twill be death to thee; though to me that brings renown.	ὀλεῖς· τὸ μέντοι πρᾶγμ’ ἐμοὶ τιμὴν φέρει.
And dost thou then conceal this boon despite my prayers?	κἄπειτα κρύπτεις χρήσθ’ ἱκνουμένης ἐμοῦ;
I do, for ’tis out of shame I am planning an honourable escape.	ἐκ τῶν γὰρ αἰσχρῶν ἐσθλὰ μηχανώμεθα.
Tell it, and thine honour shall the brighter shine.	οὐκοῦν λέγουσα τιμιωτέρα φανῇ.
Away, I do conjure thee; loose my hand.	ἄπελθε πρὸς θεῶν δεξιᾶς τ’ ἐμῆς μέθες.
I will not, for the boon thou shouldst have granted me is denied. 	οὐ δῆτ’, ἐπεί μοι δῶρον οὐ δίδως ὃ χρῆν.
I will grant it out of reverence for thy holy sup- pliant touch.	δώσω· σέβας γὰρ χειρὸς αἰδοῦμαι τὸ σόν.
Henceforth I hold my peace; ’tis thine to speak from now.	σιγῷμ’ ἂν ἤδη· σὸς γὰρ οὑντεῦθεν λόγος.
Ah! hapless mother, what a love was thine!	ὦ τλῆμον, οἷον, μῆτερ, ἠράσθης ἔρον,
Her love for the bull? daughter, or what meanest thou?	ὃν ἔσχε Ταύρου, τέκνον, ἢ τί φῂς τόδε;
And woe to thee! my sister, bride of Dionysus.	σύ τ’, ὦ τάλαιν’ ὅμαιμε, Διονύσου δάμαρ,
What ails thee, child? speaking ill of kith and kin.	τέκνον, τί πάσχεις; συγγόνους κακορροθεῖς;
Myself the third to suffer! how am I undone!	τρίτη δ’ ἐγὼ δύστηνος ὡς ἀπόλλυμαι.
Thou strik’st me dumb! Where will this history end?	ἔκ τοι πέπληγμαι· ποῖ προβήσεται λόγος;
That love has been our curse from time long past.	ἐκεῖθεν ἡμεῖς, οὐ νεωστί, δυστυχεῖς.
I know no more of what I fain would learn.	οὐδέν τι μᾶλλον οἶδ’ ἃ βούλομαι κλύειν.
Ah! would thou couldst say for me what I have to tell.	φεῦ· πῶς ἂν σύ μοι λέξειας ἁμὲ χρὴ λέγειν;
I am no prophetess to unriddle secrets.	οὐ μάντις εἰμὶ τἀφανῆ γνῶναι σαφῶς.
What is it they mean when they talk of people being in love?	τί τοῦθ’, ὃ δὴ λέγουσιν ἀνθρώπους, ἐρᾶν;
At once the sweetest and the bitterest thing, my child.	ἥδιστον, ὦ παῖ, ταὐτὸν ἀλγεινόν θ’ ἅμα.
I shall only find the latter half.	ἡμεῖς ἂν εἶμεν θατέρῳ κεχρημένοι.
Ha! my child, art thou in love?	τί φῄς; ἐρᾷς, ὦ τέκνον; ἀνθρώπων τίνος;
The Amazon’s son, whoever he may be,—	ὅστις ποθ’ οὗτός ἐσθ’, ὁ τῆς Ἀμαζόνος
Mean’st thou Hippolytus?	Ἱππόλυτον αὐδᾷς;
’Twas thou, not I, that spoke his name.	σοῦ τάδ’, οὐκ ἐμοῦ κλύεις.
O heavens! what is this, my child? Thou hast ruined me. Outrageous! friends; I will not live and bear it;	οἴμοι, τί λέξεις, τέκνον; ὥς μ’ ἀπώλεσας. γυναῖκες, οὐκ ἀνασχέτ’· οὐκ ἀνέξομαι
hateful is life, hateful to mine eyes the light. This body I resign, will cast it off, and rid me of existence by my death. Farewell, my life is o’er. Yea, for the chaste have wicked passions, ’gainst their will maybe, but still they have. Cypris, it seems, is not a goddess after all,	ζῶσ’· ἐχθρὸν ἦμαρ, ἐχθρὸν εἰσορῶ φάος. ῥίψω μεθήσω σῶμ’, ἀπαλλαχθήσομαι βίου θανοῦσα· χαίρετ’· οὐκέτ’ εἴμ’ ἐγώ. οἱ σώφρονες γὰρ οὐχ ἑκόντες, ἀλλ’ ὅμως κακῶν ἐρῶσι. Κύπρις οὐκ ἄρ’ ἦν θεός,
but something greater far, for she hath been the ruin of my lady and of me and our whole family.	ἀλλ’ εἴ τι μεῖζον ἄλλο γίγνεται θεοῦ, ἣ τήνδε κἀμὲ καὶ δόμους ἀπώλεσεν.
O, too clearly didst thou hear our queen uplift her voice to tell her startling tale of piteous suffering. Come death ere I reach thy state of feeling, loved mistress.	ἄιες ὤ, ἔκλυες ὤ, ἀνήκουστα τᾶς τυράννου πάθεα μέλεα θρεομένας; — ὀλοίμαν ἔγωγε, πρὶν σὰν φιλίαν
O horrible! woe, for these miseries! woe, for the sorrows on which mortals feed! Thou art undone! thou hast disclosed thy sin to heaven’s light. What hath each passing day and every hour in store for thee?	κατανύσαι φρενῶν. ἰώ μοι, φεῦ φεῦ. — ὦ τάλαινα τῶνδ’ ἀλγέων· — ὦ πόνοι τρέφοντες βροτούς. — ὄλωλας, ἐξέφηνας ἐς φάος κακά. — τίς σε παναμέριος ὅδε χρόνος μένει;
Some strange event will come to pass in this house. For it is no longer uncertain where the star of thy love is setting, thou hapless daughter of Crete.	— τελευτάσεταί τι καινὸν δόμοις. — ἄσημα δ’ οὐκέτ’ ἐστὶν οἷ φθίνει τύχα Κύπριδος, ὦ τάλαινα παῖ Κρησία.
Ladies of Troezen, who dwell here upon the frontier edge of Pelops’ land,	Τροζήνιαι γυναῖκες, αἳ τόδ’ ἔσχατον οἰκεῖτε χώρας Πελοπίας προνώπιον,
oft ere now in heedless mood through the long hours of night have I wondered why man’s life is spoiled; and it seems to me their evil case is not due to any natural fault of judgment, for there be many dowered with sense, but we must view the matter in this light;	ἤδη ποτ’ ἄλλως νυκτὸς ἐν μακρῷ χρόνῳ θνητῶν ἐφρόντισ’ ᾗ διέφθαρται βίος. καί μοι δοκοῦσιν οὐ κατὰ γνώμης φύσιν πράσσειν κάκιον· ἔστι γὰρ τό γ’ εὖ φρονεῖν πολλοῖσιν· ἀλλὰ τῇδ’ ἀθρητέον τόδε·
by teaching and experience we learn the right but neglect it in practice, some from sloth, others from preferring pleasure of some kind or other to duty. Now life has many pleasures, protracted talk, and leisure, that seductive evil;	τὰ χρήστ’ ἐπιστάμεσθα καὶ γιγνώσκομεν, οὐκ ἐκπονοῦμεν δ’, οἳ μὲν ἀργίας ὕπο, οἳ δ’ ἡδονὴν προθέντες ἀντὶ τοῦ καλοῦ ἄλλην τιν’. εἰσὶ δ’ ἡδοναὶ πολλαὶ βίου, μακραί τε λέσχαι καὶ σχολή, τερπνὸν κακόν,
likewise there is shame which is of two kinds, one a noble quality, the other a curse to families; but if for each its proper time were clearly known, these twain could not have had the selfsame letters to denote them.	αἰδώς τε. δισσαὶ δ’ εἰσίν, ἣ μὲν οὐ κακή, ἣ δ’ ἄχθος οἴκων. εἰ δ’ ὁ καιρὸς ἦν σαφής, οὐκ ἂν δύ’ ἤστην ταὔτ’ ἔχοντε γράμματα.
So then since I had made up my mind on these points, ’twas not likely any drug would alter it	ταῦτ’ οὖν ἐπειδὴ τυγχάνω φρονοῦσ’ ἐγώ, οὐκ ἔσθ’ ὁποίῳ φαρμάκῳ διαφθερεῖν
and make me think the contrary. And I will tell thee too the way my judgment went. When love wounded me, I bethought me how I best might bear the smart. So from  that day forth I began to hide in silence what I suffered.	ἔμελλον, ὥστε τοὔμπαλιν πεσεῖν φρενῶν. λέξω δὲ καὶ σοὶ τῆς ἐμῆς γνώμης ὁδόν· ἐπεί μ’ ἔρως ἔτρωσεν, ἐσκόπουν ὅπως κάλλιστ’ ἐνέγκαιμ’ αὐτόν. ἠρξάμην μὲν οὖν ἐκ τοῦδε, σιγᾶν τήνδε καὶ κρύπτειν νόσον.
For I put no faith in counsellors, who know well to lecture others for presumption, yet themselves have countless troubles of their own. Next I did devise noble endurance of these wanton thoughts, striving by continence for victory.	γλώσσῃ γὰρ οὐδὲν πιστόν, ἣ θυραῖα μὲν φρονήματ’ ἀνδρῶν νουθετεῖν ἐπίσταται, αὐτὴ δ’ ὑφ’ αὑτῆς πλεῖστα κέκτηται κακά. τὸ δεύτερον δὲ τὴν ἄνοιαν εὖ φέρειν τῷ σωφρονεῖν νικῶσα προυνοησάμην.
And last when I could not succeed in mastering love hereby, methought it best to die; and none can gainsay my purpose. For fain I would my virtue should to all appear, my shame have few to witness it.	τρίτον δ’, ἐπειδὴ τοισίδ’ οὐκ ἐξήνυτον Κύπριν κρατῆσαι, κατθανεῖν ἔδοξέ μοι, κράτιστον — οὐδεὶς ἀντερεῖ — βουλευμάτων. ἐμοὶ γὰρ εἴη μήτε λανθάνειν καλὰ μήτ’ αἰσχρὰ δρώσῃ μάρτυρας πολλοὺς ἔχειν.
I knew my sickly passion now; to yield to it I saw how infamous; and more, I learnt to know so well that I was but a woman, a thing the world detests. Curses, hideous curses on that wife, who first did shame her marriage-vow for lovers other than her lord! ’Twas from noble families	τὸ δ’ ἔργον ᾔδη τὴν νόσον τε δυσκλεᾶ, γυνή τε πρὸς τοῖσδ’ οὖσ’ ἐγίγνωσκον καλῶς, μίσημα πᾶσιν. ὡς ὄλοιτο παγκάκως ἥτις πρὸς ἄνδρας ἤρξατ’ αἰσχύνειν λέχη πρώτη θυραίους. ἐκ δὲ γενναίων δόμων
