english	greek
"As spoke he took Telemakhos’ spear, whereon he crossed the stone threshold and came inside. Odysseus rose from his seat to give him place as he entered, but Telemakhos checked him; ""Sit down, stranger."" said he, ""I can easily find another seat, and there is one here who will lay it for me."""	ὣς ἄρα φωνήσας οἱ ἐδέξατο χάλκεον ἔγχος· αὐτὰρ ὅ γʼ εἴσω ἴεν καὶ ὑπέρβη λάϊνον οὐδόν. τῷ δʼ ἕδρης ἐπιόντι πατὴρ ὑπόειξεν Ὀδυσσεύς· Τηλέμαχος δʼ ἑτέρωθεν ἐρήτυε φώνησέν τε· ἧσʼ, ὦ ξεῖνʼ· ἡμεῖς δὲ καὶ ἄλλοθι δήομεν ἕδρην σταθμῷ ἐν ἡμετέρῳ· πάρα δʼ ἀνὴρ ὃς καταθήσει.
"Odysseus went back to his own place, and Eumaios strewed some green brushwood on the floor and threw a sheepskin on top of it for Telemakhos to sit upon. Then the swineherd brought them platters of cold meat, the remains from what they had eaten the day before, and he filled the bread baskets with bread as fast as he could. He mixed wine also in bowls of ivy-wood, and took his seat facing Odysseus. Then they laid their hands on the good things that were before them, and as soon as they had had enough to eat and drink Telemakhos said to Eumaios, ""Old friend, where does this stranger come from? How did his crew bring him to Ithaca , and who were they?-for assuredly he did not come here by land""’"	ὣς φάθʼ, ὁ δʼ αὖτις ἰὼν κατʼ ἄρʼ ἕζετο· τῷ δὲ συβώτης. χεῦεν ὕπο χλωρὰς ῥῶπας καὶ κῶας ὕπερθεν· ἔνθα καθέζετʼ ἔπειτα Ὀδυσσῆος φίλος υἱός. τοῖσιν δʼ αὖ κρειῶν πίνακας παρέθηκε συβώτης ὀπταλέων, ἅ ῥα τῇ προτέρῃ ὑπέλειπον ἔδοντες, σῖτον δʼ ἐσσυμένως παρενήνεεν ἐν κανέοισιν, ἐν δʼ ἄρα κισσυβίῳ κίρνη μελιηδέα οἶνον· αὐτὸς δʼ ἀντίον ἷζεν Ὀδυσσῆος θείοιο. οἱ δʼ ἐπʼ ὀνείαθʼ ἑτοῖμα προκείμενα χεῖρας ἴαλλον. αὐτὰρ ἐπεὶ πόσιος καὶ ἐδητύος ἐξ ἔρον ἕντο, δὴ τότε Τηλέμαχος προσεφώνεε δῖον ὑφορβόν· ἄττα, πόθεν τοι ξεῖνος ὅδʼ ἵκετο; πῶς δέ ἑ ναῦται ἤγαγον εἰς Ἰθάκην; τίνες ἔμμεναι εὐχετόωντο; οὐ μὲν γάρ τί ἑ πεζὸν ὀΐομαι ἐνθάδʼ ἱκέσθαι.
"To this you answered, O swineherd Eumaios, ""My son, I will tell you the real truth  . He says he is a Cretan, and that he has been a great traveler. At this moment he is running away from a Thesprotian ship, and has refuge at my station, so I will put him into your hands. Do whatever you like with him, only remember that he is your suppliant."""	τὸν δʼ ἀπαμειβόμενος προσέφης, Εὔμαιε συβῶτα· τοιγὰρ ἐγώ τοι, τέκνον, ἀληθέα πάντʼ ἀγορεύσω. ἐκ μὲν Κρητάων γένος εὔχεται εὐρειάων, φησὶ δὲ πολλὰ βροτῶν ἐπὶ ἄστεα δινηθῆναι πλαζόμενος· ὣς γάρ οἱ ἐπέκλωσεν τά γε δαίμων. νῦν αὖ Θεσπρωτῶν ἀνδρῶν ἐκ νηὸς ἀποδρὰς ἤλυθʼ ἐμὸν πρὸς σταθμόν, ἐγὼ δέ τοι ἐγγυαλίξω· ἔρξον ὅπως ἐθέλεις· ἱκέτης δέ τοι εὔχεται εἶναι.
"""I am very much distressed,"" said Telemakhos, ""by what you have just told me. How can I take this stranger into my house? I am as yet young, and am not strong enough to hold my own if any man attacks me. My mother cannot make up her mind whether to stay where she is and look after the house out of respect for public   opinion and the memory of her husband, or whether the time is now come for her to take the best man of those who are wooing her, and the one who will make her the most advantageous offer; still, as the stranger has come to your station I will find him a cloak and shirt of good wear, with a sword and sandals, and will send him wherever he wants to go. Or if you like you can keep him here at the station, and I will send him clothes and food that he may be no burden on you and on your men; but I will not have him go near the suitors, for they are very insolent  , and are sure to ill-treat him in a way that would greatly grieve   me; no matter how valiant a man may be he can do nothing against numbers, for they will be too strong for him."""	τὸν δʼ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα· Εὔμαιʼ, ἦ μάλα τοῦτο ἔπος θυμαλγὲς ἔειπες· πῶς γὰρ δὴ τὸν ξεῖνον ἐγὼν ὑποδέξομαι οἴκῳ; αὐτὸς μὲν νέος εἰμὶ καὶ οὔ πω χερσὶ πέποιθα ἄνδρʼ ἀπαμύνασθαι, ὅτε τις πρότερος χαλεπήνῃ· μητρὶ δʼ ἐμῇ δίχα θυμὸς ἐνὶ φρεσὶ μερμηρίζει, ἢ αὐτοῦ παρʼ ἐμοί τε μένῃ καὶ δῶμα κομίζῃ, εὐνήν τʼ αἰδομένη πόσιος δήμοιό τε φῆμιν, ἦ ἤδη ἅμʼ ἕπηται Ἀχαιῶν ὅς τις ἄριστος μνᾶται ἐνὶ μεγάροισιν ἀνὴρ καὶ πλεῖστα πόρῃσιν. ἀλλʼ ἦ τοὶ τὸν ξεῖνον, ἐπεὶ τεὸν ἵκετο δῶμα, ἕσσω μιν χλαῖνάν τε χιτῶνά τε, εἵματα καλά, δώσω δὲ ξίφος ἄμφηκες καὶ ποσσὶ πέδιλα, πέμψω δʼ ὅππη μιν κραδίη θυμός τε κελεύει. εἰ δʼ ἐθέλεις, σὺ κόμισσον ἐνὶ σταθμοῖσιν ἐρύξας· εἵματα δʼ ἐνθάδʼ ἐγὼ πέμψω καὶ σῖτον ἅπαντα ἔδμεναι, ὡς ἂν μή σε κατατρύχῃ καὶ ἑταίρους. κεῖσε δʼ ἂν οὔ μιν ἐγώ γε μετὰ μνηστῆρας ἐῷμι ἔρχεσθαι· λίην γὰρ ἀτάσθαλον ὕβριν ἔχουσι· μή μιν κερτομέωσιν, ἐμοὶ δʼ ἄχος ἔσσεται αἰνόν. πρῆξαι δʼ ἀργαλέον τι μετὰ πλεόνεσσιν ἐόντα ἄνδρα καὶ ἴφθιμον, ἐπεὶ ἦ πολὺ φέρτεροί εἰσι.
"Then Odysseus said, ""Sir, it is right that I should say something myself. I am much shocked about what you have said about the insolent way in which the suitors are behaving in despite of such a man as you are. Tell me, do you submit to such treatment tamely, or do the people of your , following the voice of some god, hate   you? May you not complain of your brothers - for it is to these that a man may look for support, however great his quarrel may be? I wish I were as young as you are and in my present mind; if I were son to Odysseus, or, indeed, Odysseus himself, I would rather some one came and cut my head off, but I would go to the house and be the bane of every one of these men. If they were too many for me - I being single-handed - I would rather die fighting in my own house than see such disgraceful sights day after day, strangers grossly maltreated, and men dragging the women servants about the house in an unseemly way, wine drawn recklessly, and bread wasted all to no purpose for an end that shall never be accomplished."""	τὸν δʼ αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς· ὦ φίλʼ, ἐπεί θήν μοι καὶ ἀμείψασθαι θέμις ἐστίν, ἦ μάλα μευ καταδάπτετʼ ἀκούοντος φίλον ἦτορ, οἷά φατε μνηστῆρας ἀτάσθαλα μηχανάασθαι ἐν μεγάροις, ἀέκητι σέθεν τοιούτου ἐόντος. εἰπέ μοι ἠὲ ἑκὼν ὑποδάμνασαι, ἦ σέ γε λαοὶ ἐχθαίρουσʼ ἀνὰ δῆμον, ἐπισπόμενοι θεοῦ ὀμφῇ, ἦ τι κασιγνήτοις ἐπιμέμφεαι, οἷσί περ ἀνὴρ μαρναμένοισι πέποιθε, καὶ εἰ μέγα νεῖκος ὄρηται. αἲ γάρ ἐγὼν οὕτω νέος εἴην τῷδʼ ἐπὶ θυμῷ, ἢ παῖς ἐξ Ὀδυσῆος ἀμύμονος ἠὲ καὶ αὐτός· αὐτίκʼ ἔπειτʼ ἀπʼ ἐμεῖο κάρη τάμοι ἀλλότριος φώς, εἰ μὴ ἐγὼ κείνοισι κακὸν πάντεσσι γενοίμην, ἐλθὼν ἐς μέγαρον Λαερτιάδεω Ὀδυσῆος. εἰ δʼ αὖ με πληθυῖ δαμασαίατο μοῦνον ἐόντα, βουλοίμην κʼ ἐν ἐμοῖσι κατακτάμενος μεγάροισι τεθνάμεν ἢ τάδε γʼ αἰὲν ἀεικέα ἔργʼ ὁράασθαι, ξείνους τε στυφελιζομένους δμῳάς τε γυναῖκας ῥυστάζοντας ἀεικελίως κατὰ δώματα καλά, καὶ οἶνον διαφυσσόμενον, καὶ σῖτον ἔδοντας μὰψ αὔτως, ἀτέλεστον, ἀνηνύστῳ ἐπὶ ἔργῳ.
"And Telemakhos answered, ""I will tell you truly everything. There is no enmity between me and my , nor can I complain of brothers, to whom a man may look for support however great his quarrel may be. Zeus has made us a race of only sons. Laertes was the only son of Arceisius, and Odysseus only son of Laertes . I am myself the only son of Odysseus who left me behind him when he went away, so that I have never been of any use to him. Hence it comes that my house is in the hands of numberless marauders; for the chiefs from all the neighboring islands, Dulichium, Same, Zacynthus , as also all the principal men of Ithaca itself, are eating up my house under the pretext of paying court to my mother, who will neither say point blank that she will not marry, nor yet bring matters to an end, so they are making havoc of my estate, and before long will do so with myself into the bargain. The issue, however, rests with heaven. But do you, old friend Eumaios, go at once and tell Penelope that I am safe and have returned from Pylos . Tell it to herself alone, and then come back here without letting any one else know, for there are many who are plotting mischief against me."""	τὸν δʼ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα· τοιγὰρ ἐγώ τοι, ξεῖνε, μάλʼ ἀτρεκέως ἀγορεύσω. οὔτε τί μοι πᾶς δῆμος ἀπεχθόμενος χαλεπαίνει, οὔτε κασιγνήτοις ἐπιμέμφομαι, οἷσί περ ἀνὴρ μαρναμένοισι πέποιθε, καὶ εἰ μέγα νεῖκος ὄρηται. ὧδε γὰρ ἡμετέρην γενεὴν μούνωσε Κρονίων· μοῦνον Λαέρτην Ἀρκείσιος υἱὸν ἔτικτε, μοῦνον δʼ αὖτʼ Ὀδυσῆα πατὴρ τέκεν· αὐτὰρ Ὀδυσσεὺς μοῦνον ἔμʼ ἐν μεγάροισι τεκὼν λίπεν οὐδʼ ἀπόνητο. τῷ νῦν δυσμενέες μάλα μυρίοι εἴσʼ ἐνὶ οἴκῳ. ὅσσοι γὰρ νήσοισιν ἐπικρατέουσιν ἄριστοι, Δουλιχίῳ τε Σάμῃ τε καὶ ὑλήεντι Ζακύνθῳ, ἠδʼ ὅσσοι κραναὴν Ἰθάκην κάτα κοιρανέουσι, τόσσοι μητέρʼ ἐμὴν μνῶνται, τρύχουσι δὲ οἶκον. ἡ δʼ οὔτʼ ἀρνεῖται στυγερὸν γάμον οὔτε τελευτὴν ποιῆσαι δύναται· τοὶ δὲ φθινύθουσιν ἔδοντες οἶκον ἐμόν· τάχα δή με διαρραίσουσι καὶ αὐτόν. ἀλλʼ ἦ τοι μὲν ταῦτα θεῶν ἐν γούνασι κεῖται· ἄττα, σὺ δʼ ἔρχεο θᾶσσον, ἐχέφρονι Πηνελοπείῃ εἴφʼ ὅτι οἱ σῶς εἰμὶ καὶ ἐκ Πύλου εἰλήλουθα. αὐτὰρ ἐγὼν αὐτοῦ μενέω, σὺ δὲ δεῦρο νέεσθαι, οἴῃ ἀπαγγείλας· τῶν δʼ ἄλλων μή τις Ἀχαιῶν πευθέσθω· πολλοὶ γὰρ ἐμοὶ κακὰ μηχανόωνται.
"""I understand and heed you,"" replied Eumaios; ""you need instruct me no further, only I am going that way say whether I had not better let poor Laertes know that you are returned. He used to superintend the work on his farm in spite of his bitter sorrow about Odysseus, and he would eat and drink at will along with his servants; but they tell me that from the day on which you set out for Pylos he has neither eaten nor drunk as he ought to do, nor does he look after his farm, but sits weeping and wasting the flesh from off his bones."""	τὸν δʼ ἀπαμειβόμενος προσέφης, Εὔμαιε συβῶτα· γιγνώσκω, φρονέω· τά γε δὴ νοέοντι κελεύεις. ἀλλʼ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον, ἦ καὶ Λαέρτῃ αὐτὴν ὁδὸν ἄγγελος ἔλθω δυσμόρῳ, ὃς τῆος μὲν Ὀδυσσῆος μέγʼ ἀχεύων ἔργα τʼ ἐποπτεύεσκε μετὰ δμώων τʼ ἐνὶ οἴκῳ πῖνε καὶ ἦσθʼ, ὅτε θυμὸς ἐνὶ στήθεσσιν ἀνώγοι· αὐτὰρ νῦν, ἐξ οὗ σύ γε ᾤχεο νηῒ Πύλονδε, οὔ πω μίν φασιν φαγέμεν καὶ πιέμεν αὔτως, οὐδʼ ἐπὶ ἔργα ἰδεῖν, ἀλλὰ στοναχῇ τε γόῳ τε ἧσται ὀδυρόμενος, φθινύθει δʼ ἀμφʼ ὀστεόφι χρώς.
"""More's the pity,"" answered Telemakhos, ""I am sorry for him, but we must leave him to himself just now. If people could have everything their own way, the first thing I should choose would be the return of my father; but go, and give your message; then make haste back again, and do not turn out of your way to tell Laertes . Tell my mother to send one of her women secretly with the news at once, and let him hear it from her."""	τὸν δʼ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα· ἄλγιον, ἀλλʼ ἔμπης μιν ἐάσομεν, ἀχνύμενοί περ· εἰ γὰρ πως εἴη αὐτάγρετα πάντα βροτοῖσι, πρῶτόν κεν τοῦ πατρὸς ἑλοίμεθα νόστιμον ἦμαρ. ἀλλὰ σύ γʼ ἀγγείλας ὀπίσω κίε, μηδὲ κατʼ ἀγροὺς πλάζεσθαι μετʼ ἐκεῖνον· ἀτὰρ πρὸς μητέρα εἰπεῖν ἀμφίπολον ταμίην ὀτρυνέμεν ὅττι τάχιστα κρύβδην· κείνη γὰρ κεν ἀπαγγείλειε γέροντι.
Thus did he urge the swineherd; Eumaios, therefore, took his sandals, bound them to his feet, and started for the town. Athena watched him well off the station, and then came up to it in the form of a woman - fair, stately, and wise. She stood against the side of the entry, and revealed herself to Odysseus, but Telemakhos could not see her, and knew not that she was there, for the gods do not let themselves be seen by everybody. Odysseus saw her, and so did the dogs, for they did not bark, but went scared and whining off to the other side of the yards. She nodded her head and motioned to Odysseus with her eyebrows; whereon he left the hut and stood before her outside the main wall of the yards. Then she said to him:	ἦ ῥα καὶ ὦρσε συφορβόν· ὁ δʼ εἵλετο χερσὶ πέδιλα, δησάμενος δʼ ὑπὸ ποσσὶ πόλινδʼ ἴεν. οὐδʼ ἄρʼ Ἀθήνην λῆθεν ἀπὸ σταθμοῖο κιὼν Εὔμαιος ὑφορβός, ἀλλʼ ἥ γε σχεδὸν ἦλθε· δέμας δʼ ἤϊκτο γυναικὶ καλῇ τε μεγάλῃ τε καὶ ἀγλαὰ ἔργα ἰδυίῃ. στῆ δὲ κατʼ ἀντίθυρον κλισίης Ὀδυσῆϊ φανεῖσα· οὐδʼ ἄρα Τηλέμαχος ἴδεν ἀντίον οὐδʼ ἐνόησεν, οὐ γὰρ πω πάντεσσι θεοὶ φαίνονται ἐναργεῖς, ἀλλʼ Ὀδυσεύς τε κύνες τε ἴδον, καί ῥʼ οὐχ ὑλάοντο κνυζηθμῷ δʼ ἑτέρωσε διὰ σταθμοῖο φόβηθεν. ἡ δʼ ἄρʼ ἐπʼ ὀφρύσι νεῦσε· νόησε δὲ δῖος Ὀδυσσεύς, ἐκ δʼ ἦλθεν μεγάροιο παρὲκ μέγα τειχίον αὐλῆς, στῆ δὲ πάροιθʼ αὐτῆς· τὸν δὲ προσέειπεν Ἀθήνη·
"""Odysseus, noble son of Laertes , it is now time for you to tell your son: do not keep him in the dark any longer, but lay your plans for the destruction of the suitors, and then make for the town. I will not be long in joining you, for I too am eager for the fray."""	διογενὲς Λαερτιάδη, πολυμήχανʼ Ὀδυσσεῦ. ἤδη νῦν σῷ παιδὶ ἔπος φάο μηδʼ ἐπίκευθε, ὡς ἄν μνηστῆρσιν θάνατον καὶ κῆρʼ ἀραρόντε ἔρχησθον προτὶ ἄστυ περικλυτόν· οὐδʼ ἐγὼ αὐτὴ δηρὸν ἀπὸ σφῶϊν ἔσομαι μεμαυῖα μάχεσθαι.
As she spoke she touched him with her golden wand. First she threw a fair clean shirt and cloak about his shoulders; then she made him younger and of more imposing presence; she gave him back his color, filled out his cheeks, and let his beard become dark again. Then she went away and Odysseus came back inside the hut. His son was astounded when he saw him, and turned his eyes away for fear he might be looking upon a god.	ἦ καὶ χρυσείῃ ῥάβδῳ ἐπεμάσσατʼ Ἀθήνη. φᾶρος μέν οἱ πρῶτον ἐϋπλυνὲς ἠδὲ χιτῶνα θῆκʼ ἀμφὶ στήθεσσι, δέμας δʼ ὤφελλε καὶ ἥβην. ἂψ δὲ μελαγχροιὴς γένετο, γναθμοὶ δὲ τάνυσθεν, κυάνεαι δʼ ἐγένοντο γενειάδες ἀμφὶ γένειον. ἡ μὲν ἄρʼ ὣς ἔρξασα πάλιν κίεν· αὐτὰρ Ὀδυσσεὺς ἤϊεν ἐς κλισίην· θάμβησε δέ μιν φίλος υἱός, ταρβήσας δʼ ἑτέρωσε βάλʼ ὄμματα, μὴ θεὸς εἴη, καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα·
"""Stranger,"" said he, ""how suddenly you have changed from what you were a moment or two ago. You are dressed differently and your color is not the same. Are you some one or other of the gods that live in heaven? If so, be propitious to me till I can make you due sacrifice and offerings of wrought gold. Have mercy upon me."""	ἀλλοῖός μοι, ξεῖνε, φάνης νέον ἠὲ πάροιθεν, ἄλλα δὲ εἵματʼ ἔχεις, καί τοι χρὼς οὐκέθʼ ὁμοῖος. ἦ μάλα τις θεός ἐσσι, τοὶ οὐρανὸν εὐρὺν ἔχουσιν· ἀλλʼ ἵληθʼ, ἵνα τοι κεχαρισμένα δώομεν ἱρὰ ἠδὲ χρύσεα δῶρα, τετυγμένα· φείδεο δʼ ἡμέων
"And Odysseus said, ""I am no god, why should you take me for one? I am your father, on whose account you grieve and suffer so much at the hands of violent   men."""	τὸν δʼ ἠμείβετʼ ἔπειτα πολύτλας δῖος Ὀδυσσεύς· οὔ τίς τοι θεός εἰμι· τί μʼ ἀθανάτοισιν ἐΐσκεις; ἀλλὰ πατὴρ τεός εἰμι, τοῦ εἵνεκα σὺ στεναχίζων πάσχεις ἄλγεα πολλά, βίας ὑποδέγμενος ἀνδρῶν.
As he spoke he kissed his son, and a tear fell from his cheek on to the ground, for he had restrained all tears till now. but Telemakhos could not yet believe that it was his father, and said:	ὣς ἄρα φωνήσας υἱὸν κύσε, κὰδ δὲ παρειῶν δάκρυον ἧκε χαμᾶζε· πάρος δʼ ἔχε νωλεμὲς αἰεί. Τηλέμαχος δʼ, οὐ γάρ πω ἐπείθετο ὃν πατέρʼ εἶναι, ἐξαῦτίς μιν ἔπεσσιν ἀμειβόμενος προσέειπεν·
"""You are not my father, but some is flattering me with vain hopes that I may grieve the more hereafter; no mortal man could of himself contrive with his to do as you have been doing, and make yourself old and young at a moment's notice, unless a god were with him. A second ago you were old and all in rags, and now you are like some god come down from heaven."""	οὐ σύ γʼ Ὀδυσσεύς ἐσσι, πατὴρ ἐμός, ἀλλά με δαίμων θέλγει, ὄφρʼ ἔτι μᾶλλον ὀδυρόμενος στεναχίζω. οὐ γάρ πως ἂν θνητὸς ἀνὴρ τάδε μηχανόῳτο ᾧ αὐτοῦ γε νόῳ, ὅτε μὴ θεὸς αὐτὸς ἐπελθὼν ῥηϊδίως ἐθέλων θείη νέον ἠὲ γέροντα. ἦ γάρ τοι νέον ἦσθα γέρων καὶ ἀεικέα ἕσσο· νῦν δὲ θεοῖσιν ἔοικας, οἳ οὐρανὸν εὐρὺν ἔχουσι.
"Odysseus answered, ""Telemakhos, you ought not to be so immeasurably astonished at my being really here. There is no other Odysseus who will come hereafter. Such as I am, it is I, who after long wandering and much hardship have got home in the twentieth year to my own country. What you wonder at is the work of the redoubtable goddess Athena, who does with me whatever she will, for she can do what she pleases. At one moment she makes me like a beggar, and the next I am a young man with good clothes on my back; it is an easy matter for the gods who live in heaven to make any man look either rich or poor."""	τὸν δʼ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς· Τηλέμαχʼ, οὔ σε ἔοικε φίλον πατέρ ἔνδον ἐόντα οὔτε τι θαυμάζειν περιώσιον οὔτʼ ἀγάασθαι· οὐ μὲν γάρ τοι ἔτʼ ἄλλος ἐλεύσεται ἐνθάδʼ Ὀδυσσεύς, ἀλλʼ ὅδʼ ἐγὼ τοιόσδε, παθὼν κακά, πολλὰ δʼ ἀληθείς, ἤλυθον εἰκοστῷ ἔτεϊ ἐς πατρίδα γαῖαν. αὐτάρ τοι τόδε ἔργον Ἀθηναίης ἀγελείης, ἥ τέ με τοῖον ἔθηκεν, ὅπως ἐθέλει, δύναται γὰρ, ἄλλοτε μὲν πτωχῷ ἐναλίγκιον, ἄλλοτε δʼ αὖτε ἀνδρὶ νέῳ καὶ καλὰ περὶ χροῒ εἵματʼ ἔχοντι. ῥηΐδιον δὲ θεοῖσι, τοὶ οὐρανὸν εὐρὺν ἔχουσιν, ἠμὲν κυδῆναι θνητὸν βροτὸν ἠδὲ κακῶσαι.
"As he spoke he sat down, and Telemakhos threw his arms about his father and wept. They were both so much moved that they cried aloud like eagles or vultures with crooked talons that have been robbed of their half fledged young by peasants. Thus piteously did they weep, and the sun would have gone down upon their mourning if Telemakhos had not suddenly said, ""In what ship, my dear father, did your crew bring you to Ithaca ? Of what nation did they declare themselves to be - for you cannot have come by land?"""	ὣς ἄρα φωνήσας κατʼ ἄρʼ ἕζετο, Τηλέμαχος δὲ ἀμφιχυθεὶς πατέρʼ ἐσθλὸν ὀδύρετο, δάκρυα λείβων, ἀμφοτέροισι δὲ τοῖσιν ὑφʼ ἵμερος ὦρτο γόοιο· κλαῖον δὲ λιγέως, ἀδινώτερον ἤ τʼ οἰωνοί, φῆναι ἢ αἰγυπιοὶ γαμψώνυχες, οἷσί τε τέκνα ἀγρόται ἐξείλοντο πάρος πετεηνὰ γενέσθαι· ὣς ἄρα τοί γʼ ἐλεεινὸν ὑπʼ ὀφρύσι δάκρυον εἶβον. καί νύ κʼ ὀδυρομένοισιν ἔδυ φάος ἠελίοιο, εἰ μὴ Τηλέμαχος προσεφώνεεν ὃν πατέρʼ αἶψα· ποίῃ γὰρ νῦν δεῦρο, πάτερ φίλε, νηΐ σε ναῦται ἤγαγον εἰς Ἰθάκην; τίνες ἔμμεναι εὐχετόωντο; οὐ μὲν γάρ τί σε πεζὸν ὀΐομαι ἐνθάδʼ ἱκέσθαι. τὸν δʼ αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς·
"""I will tell you the truth  , my son,"" replied Odysseus. ""It was the Phaeacians who brought me here. They are great sailors, and are in the habit of giving escorts to any one who reaches their coasts. They took me over the sea while I was fast asleep, and landed me in Ithaca , after giving me many presents in bronze, gold, and raiment. These things by heaven's mercy are lying concealed in a cave, and I am now come here on the suggestion of Athena that we may consult about killing our enemies. First, therefore, give me a list of the suitors, with their number, that I may learn who, and how many, they are. I can then turn the matter over in my mind, and see whether we two can fight the whole body of them ourselves, or whether we must find others to help us."""	τοιγὰρ ἐγώ τοι, τέκνον, ἀληθείην καταλέξω. Φαίηκές μʼ ἄγαγον ναυσίκλυτοι, οἵ τε καὶ ἄλλους ἀνθρώπους πέμπουσιν, ὅτις σφέας εἰσαφίκηται· καί μʼ εὕδοντʼ ἐν νηῒ θοῇ ἐπὶ πόντον ἄγοντες κάτθεσαν εἰς Ἰθάκην, ἔπορον δέ μοι ἀγλαὰ δῶρα, χαλκόν τε χρυσόν τε ἅλις ἐσθῆτά θʼ ὑφαντήν. καὶ τὰ μὲν ἐν σπήεσσι θεῶν ἰότητι κέονται· νῦν αὖ δεῦρʼ ἱκόμην ὑποθημοσύνῃσιν Ἀθήνης, ὄφρα κε δυσμενέεσσι φόνου πέρι βουλεύσωμεν. ἀλλʼ ἄγε μοι μνηστῆρας ἀριθμήσας κατάλεξον, ὄφρʼ εἰδέω ὅσσοι τε καὶ οἵ τινες ἀνέρες εἰσί· καί κεν ἐμὸν κατὰ θυμὸν ἀμύμονα μερμηρίξας φράσσομαι, ἤ κεν νῶϊ δυνησόμεθʼ ἀντιφέρεσθαι μούνω ἄνευθʼ ἄλλων, ἦ καὶ διζησόμεθʼ ἄλλους.
"To this Telemakhos answered, ""Father, I have always heard of your renown   both in the field and in council, but the task you talk of is a very great one: I am awed at the mere thought of it; two men cannot stand against many and brave ones. There are not ten suitors only, nor twice ten, but ten many times over; you shall learn their number at once. There are fifty-two chosen   youths from Dulichium, and they have six servants; from Same there are twenty-four; twenty young Achaeans from Zacynthus , and twelve from Ithaca itself, all of them well born. They have with them a servant Medon, a bard, and two men who can carve at table. If we face such numbers as this, you may have bitter cause to rue your coming, and your violent revenge  . See whether you cannot think of some one who would be willing to come and help us."""	τὸν δʼ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα· ὦ πάτερ, ἦ τοι σεῖο μέγα κλέος αἰὲν ἄκουον, χεῖράς τʼ αἰχμητὴν ἔμεναι καὶ ἐπίφρονα βουλήν· ἀλλὰ λίην μέγα εἶπες· ἄγη μʼ ἔχει· οὐδέ κεν εἴη ἄνδρε δύω πολλοῖσι καὶ ἰφθίμοισι μάχεσθαι. μνηστήρων δʼ οὔτʼ ἂρ δεκὰς ἀτρεκὲς οὔτε δύʼ οἶαι, ἀλλὰ πολὺ πλέονες· τάχα δʼ εἴσεαι ἐνθάδʼ ἀριθμόν. ἐκ μὲν Δουλιχίοιο δύω καὶ πεντήκοντα κοῦροι κεκριμένοι, ἓξ δὲ δρηστῆρες ἕπονται· ἐκ δὲ Σάμης πίσυρές τε καὶ εἴκοσι φῶτες ἔασιν, ἐκ δὲ Ζακύνθου ἔασιν ἐείκοσι κοῦροι Ἀχαιῶν, ἐκ δʼ αὐτῆς Ἰθάκης δυοκαίδεκα πάντες ἄριστοι, καί σφιν ἅμʼ ἐστὶ Μέδων κῆρυξ καὶ θεῖος ἀοιδὸς καὶ δοιὼ θεράποντε, δαήμονε δαιτροσυνάων. τῶν εἴ κεν πάντων ἀντήσομεν ἔνδον ἐόντων, μὴ πολύπικρα καὶ αἰνὰ βίας ἀποτίσεαι ἐλθών. ἀλλὰ σύ γʼ, εἰ δύνασαί τινʼ ἀμύντορα μερμηρίξαι,
"""Listen to me,"" replied Odysseus, ""and think whether Athena and her father Zeus may seem sufficient, or whether I am to try and find some one else as well."""	φράζευ, ὅ κέν τις νῶϊν ἀμύνοι πρόφρονι θυμῷ. τὸν δʼ αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς· τοιγὰρ ἐγὼν ἐρέω, σὺ δὲ σύνθεο καί μευ ἄκουσον· καὶ φράσαι ἤ κεν νῶϊν Ἀθήνη σὺν Διὶ πατρὶ ἀρκέσει, ἦέ τινʼ ἄλλον ἀμύντορα μερμηρίξω.
"""Those whom you have named,"" answered Telemakhos, ""are a couple of good allies, for though they dwell high up among the clouds they have power over both gods and men."""	τὸν δʼ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα· ἐσθλώ τοι τούτω γʼ ἐπαμύντορε, τοὺς ἀγορεύεις, ὕψι περ ἐν νεφέεσσι καθημένω· ὥ τε καὶ ἄλλοις ἀνδράσι τε κρατέουσι καὶ ἀθανάτοισι θεοῖσι.
